<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241108,225800,198.87000000,198.88000000,198.72000000,198.72000000,792.92300000
SOLUSDT,1,241108,225700,198.72000000,198.89000000,198.71000000,198.87000000,531.31300000
SOLUSDT,1,241108,225600,198.79000000,198.79000000,198.72000000,198.72000000,239.72800000
SOLUSDT,1,241108,225500,198.80000000,198.88000000,198.79000000,198.79000000,434.70300000
SOLUSDT,1,241108,225400,198.65000000,198.80000000,198.52000000,198.79000000,632.18800000
SOLUSDT,1,241108,225300,198.61000000,198.67000000,198.48000000,198.65000000,884.75100000
SOLUSDT,1,241108,225200,198.59000000,198.60000000,198.48000000,198.60000000,494.19100000
SOLUSDT,1,241108,225100,198.71000000,198.71000000,198.59000000,198.60000000,273.87200000
SOLUSDT,1,241108,225000,198.77000000,198.78000000,198.70000000,198.71000000,524.61700000
SOLUSDT,1,241108,224900,198.70000000,198.78000000,198.69000000,198.76000000,622.69200000
SOLUSDT,1,241108,224800,198.63000000,198.72000000,198.58000000,198.70000000,501.51100000
SOLUSDT,1,241108,224700,198.86000000,198.86000000,198.62000000,198.62000000,449.99400000
SOLUSDT,1,241108,224600,198.66000000,198.87000000,198.65000000,198.85000000,741.64700000
SOLUSDT,1,241108,224500,198.87000000,198.87000000,198.65000000,198.65000000,298.57400000
SOLUSDT,1,241108,224400,198.82000000,198.87000000,198.81000000,198.87000000,303.09500000
SOLUSDT,1,241108,224300,198.91000000,198.94000000,198.81000000,198.82000000,1020.70000000
SOLUSDT,1,241108,224200,198.90000000,198.92000000,198.87000000,198.92000000,350.14500000
SOLUSDT,1,241108,224100,198.81000000,199.00000000,198.81000000,198.90000000,1573.47300000
SOLUSDT,1,241108,224000,198.68000000,198.82000000,198.65000000,198.81000000,1060.16000000
SOLUSDT,1,241108,223900,198.75000000,198.75000000,198.62000000,198.69000000,535.37500000
SOLUSDT,1,241108,223800,198.67000000,198.75000000,198.65000000,198.74000000,230.27200000
SOLUSDT,1,241108,223700,198.52000000,198.81000000,198.51000000,198.67000000,899.25700000
SOLUSDT,1,241108,223600,198.49000000,198.51000000,198.33000000,198.51000000,2994.66100000
SOLUSDT,1,241108,223500,198.87000000,198.87000000,198.46000000,198.49000000,2406.35600000
SOLUSDT,1,241108,223400,199.13000000,199.15000000,198.86000000,198.87000000,3585.08700000
SOLUSDT,1,241108,223300,198.95000000,199.11000000,198.92000000,199.11000000,1421.00000000
SOLUSDT,1,241108,223200,199.18000000,199.20000000,198.88000000,198.94000000,1604.47800000
SOLUSDT,1,241108,223100,198.84000000,199.22000000,198.83000000,199.18000000,1917.17700000
SOLUSDT,1,241108,223000,199.14000000,199.14000000,198.80000000,198.84000000,3759.63100000
SOLUSDT,1,241108,222900,199.04000000,199.13000000,198.96000000,199.13000000,1296.56400000
SOLUSDT,1,241108,222800,198.49000000,199.04000000,198.49000000,199.04000000,2746.14900000
SOLUSDT,1,241108,222700,198.83000000,198.88000000,198.49000000,198.50000000,3942.97600000
SOLUSDT,1,241108,222600,198.92000000,198.99000000,198.77000000,198.82000000,983.61500000
SOLUSDT,1,241108,222500,198.76000000,199.00000000,198.75000000,198.91000000,1302.70400000
SOLUSDT,1,241108,222400,198.47000000,198.76000000,198.47000000,198.76000000,1153.84400000
SOLUSDT,1,241108,222300,198.69000000,198.90000000,198.48000000,198.48000000,2957.94800000
SOLUSDT,1,241108,222200,198.28000000,198.70000000,198.27000000,198.69000000,4056.11300000
SOLUSDT,1,241108,222100,198.32000000,198.32000000,198.27000000,198.28000000,654.42200000
SOLUSDT,1,241108,222000,198.68000000,198.71000000,198.30000000,198.32000000,1623.79000000
SOLUSDT,1,241108,221900,198.83000000,199.00000000,198.66000000,198.69000000,2572.39400000
SOLUSDT,1,241108,221800,198.62000000,198.83000000,198.61000000,198.83000000,1955.74500000
SOLUSDT,1,241108,221700,198.55000000,198.66000000,198.49000000,198.61000000,1856.30200000
SOLUSDT,1,241108,221600,198.74000000,198.75000000,198.55000000,198.56000000,1867.12300000
SOLUSDT,1,241108,221500,198.99000000,198.99000000,198.72000000,198.73000000,1197.12000000
SOLUSDT,1,241108,221400,198.97000000,199.02000000,198.96000000,199.00000000,551.39200000
SOLUSDT,1,241108,221300,199.12000000,199.12000000,198.87000000,198.97000000,2202.35400000
SOLUSDT,1,241108,221200,199.06000000,199.12000000,199.01000000,199.12000000,2149.95300000
SOLUSDT,1,241108,221100,199.34000000,199.49000000,199.07000000,199.07000000,4515.67500000
SOLUSDT,1,241108,221000,199.27000000,199.37000000,199.21000000,199.34000000,888.23800000
SOLUSDT,1,241108,220900,199.11000000,199.33000000,199.11000000,199.28000000,1273.52300000
SOLUSDT,1,241108,220800,199.48000000,199.77000000,199.06000000,199.11000000,5473.90900000
SOLUSDT,1,241108,220700,199.24000000,199.59000000,199.19000000,199.49000000,1428.13400000
SOLUSDT,1,241108,220600,199.54000000,199.64000000,199.22000000,199.23000000,1652.85500000
SOLUSDT,1,241108,220500,199.34000000,199.54000000,199.27000000,199.53000000,1149.77400000
SOLUSDT,1,241108,220400,199.28000000,199.40000000,199.28000000,199.35000000,918.23200000
SOLUSDT,1,241108,220300,199.29000000,199.45000000,199.23000000,199.29000000,2642.81400000
SOLUSDT,1,241108,220200,199.09000000,199.30000000,199.09000000,199.30000000,1893.08900000
SOLUSDT,1,241108,220100,198.68000000,199.09000000,198.68000000,199.09000000,1296.21700000
SOLUSDT,1,241108,220000,198.83000000,198.83000000,198.64000000,198.68000000,754.13000000
SOLUSDT,1,241108,215900,198.90000000,198.94000000,198.83000000,198.83000000,736.08600000
SOLUSDT,1,241108,215800,198.91000000,198.94000000,198.88000000,198.89000000,838.82100000
SOLUSDT,1,241108,215700,198.63000000,199.00000000,198.63000000,198.92000000,2732.07800000
SOLUSDT,1,241108,215600,198.66000000,198.74000000,198.63000000,198.64000000,355.07700000
SOLUSDT,1,241108,215500,198.35000000,198.67000000,198.35000000,198.67000000,1865.71900000
SOLUSDT,1,241108,215400,198.39000000,198.39000000,198.30000000,198.34000000,756.09100000
SOLUSDT,1,241108,215300,198.40000000,198.45000000,198.33000000,198.39000000,754.13200000
SOLUSDT,1,241108,215200,198.36000000,198.43000000,198.33000000,198.41000000,700.77200000
SOLUSDT,1,241108,215100,198.39000000,198.44000000,198.30000000,198.35000000,702.74500000
SOLUSDT,1,241108,215000,198.19000000,198.41000000,198.18000000,198.38000000,2068.16200000
SOLUSDT,1,241108,214900,198.32000000,198.32000000,198.18000000,198.18000000,836.31500000
SOLUSDT,1,241108,214800,198.36000000,198.36000000,198.25000000,198.31000000,706.01000000
SOLUSDT,1,241108,214700,198.14000000,198.37000000,198.08000000,198.37000000,2576.64500000
SOLUSDT,1,241108,214600,198.13000000,198.17000000,198.06000000,198.13000000,770.36900000
SOLUSDT,1,241108,214500,198.28000000,198.41000000,198.13000000,198.14000000,1664.02700000
SOLUSDT,1,241108,214400,198.20000000,198.29000000,198.18000000,198.29000000,1537.32900000
SOLUSDT,1,241108,214300,198.81000000,198.81000000,198.20000000,198.21000000,5398.84700000
SOLUSDT,1,241108,214200,198.92000000,198.94000000,198.80000000,198.81000000,594.82900000
SOLUSDT,1,241108,214100,198.82000000,199.01000000,198.82000000,198.91000000,2602.00500000
SOLUSDT,1,241108,214000,198.69000000,198.92000000,198.69000000,198.81000000,894.71100000
SOLUSDT,1,241108,213900,198.71000000,198.75000000,198.63000000,198.70000000,640.45900000
SOLUSDT,1,241108,213800,198.78000000,198.78000000,198.64000000,198.70000000,539.92000000
SOLUSDT,1,241108,213700,198.79000000,198.98000000,198.73000000,198.78000000,582.03300000
SOLUSDT,1,241108,213600,198.94000000,198.95000000,198.73000000,198.80000000,1251.59900000
SOLUSDT,1,241108,213500,198.43000000,199.15000000,198.42000000,198.95000000,6156.89400000
SOLUSDT,1,241108,213400,198.40000000,198.43000000,198.36000000,198.42000000,324.27000000
SOLUSDT,1,241108,213300,198.35000000,198.50000000,198.34000000,198.39000000,646.08800000
SOLUSDT,1,241108,213200,198.24000000,198.49000000,198.18000000,198.35000000,1195.45700000
SOLUSDT,1,241108,213100,198.24000000,198.25000000,198.03000000,198.25000000,865.13300000
SOLUSDT,1,241108,213000,198.20000000,198.28000000,198.17000000,198.25000000,849.68600000
SOLUSDT,1,241108,212900,198.19000000,198.27000000,198.15000000,198.19000000,1589.46500000
SOLUSDT,1,241108,212800,198.10000000,198.26000000,198.08000000,198.20000000,1549.05800000
SOLUSDT,1,241108,212700,198.06000000,198.14000000,198.00000000,198.10000000,811.20400000
SOLUSDT,1,241108,212600,198.08000000,198.11000000,198.01000000,198.07000000,1029.72000000
SOLUSDT,1,241108,212500,198.15000000,198.15000000,198.04000000,198.07000000,510.39300000
SOLUSDT,1,241108,212400,197.94000000,198.20000000,197.88000000,198.15000000,2729.10200000
SOLUSDT,1,241108,212300,197.53000000,197.96000000,197.52000000,197.94000000,2648.77100000
SOLUSDT,1,241108,212200,197.65000000,197.70000000,197.44000000,197.52000000,1187.81500000
SOLUSDT,1,241108,212100,197.46000000,197.68000000,197.42000000,197.66000000,1780.19300000
SOLUSDT,1,241108,212000,197.40000000,197.56000000,197.35000000,197.46000000,756.45400000
SOLUSDT,1,241108,211900,197.17000000,197.43000000,197.10000000,197.41000000,1987.85400000
SOLUSDT,1,241108,211800,197.43000000,197.50000000,197.10000000,197.18000000,6758.25100000
SOLUSDT,1,241108,211700,197.39000000,197.51000000,197.38000000,197.43000000,1601.10600000
SOLUSDT,1,241108,211600,197.72000000,197.73000000,197.38000000,197.38000000,3217.67300000
SOLUSDT,1,241108,211500,197.85000000,197.85000000,197.71000000,197.72000000,1785.78600000
SOLUSDT,1,241108,211400,197.92000000,197.93000000,197.85000000,197.86000000,785.13100000
SOLUSDT,1,241108,211300,197.92000000,197.94000000,197.90000000,197.92000000,374.29300000
SOLUSDT,1,241108,211200,198.10000000,198.10000000,197.92000000,197.93000000,504.29900000
SOLUSDT,1,241108,211100,198.03000000,198.11000000,197.80000000,198.11000000,3344.66300000
SOLUSDT,1,241108,211000,198.22000000,198.22000000,198.02000000,198.03000000,2152.27200000
SOLUSDT,1,241108,210900,198.06000000,198.38000000,198.03000000,198.23000000,1611.36300000
SOLUSDT,1,241108,210800,198.44000000,198.45000000,198.04000000,198.05000000,1323.39300000
SOLUSDT,1,241108,210700,198.36000000,198.48000000,198.26000000,198.44000000,633.52400000
SOLUSDT,1,241108,210600,198.51000000,198.51000000,198.26000000,198.36000000,1890.26000000
SOLUSDT,1,241108,210500,198.67000000,198.72000000,198.36000000,198.51000000,915.08700000
SOLUSDT,1,241108,210400,198.51000000,198.72000000,198.44000000,198.68000000,1140.85100000
SOLUSDT,1,241108,210300,198.49000000,198.50000000,198.37000000,198.50000000,1752.35100000
SOLUSDT,1,241108,210200,198.56000000,198.71000000,198.49000000,198.49000000,2935.30500000
SOLUSDT,1,241108,210100,198.40000000,198.58000000,198.40000000,198.57000000,1553.54900000
SOLUSDT,1,241108,210000,198.47000000,198.58000000,198.34000000,198.39000000,2039.83700000
SOLUSDT,1,241108,205900,198.43000000,198.73000000,198.43000000,198.47000000,3333.44300000
SOLUSDT,1,241108,205800,198.39000000,198.48000000,198.38000000,198.42000000,1127.43100000
SOLUSDT,1,241108,205700,197.94000000,198.39000000,197.91000000,198.39000000,1411.51500000
SOLUSDT,1,241108,205600,198.07000000,198.14000000,197.92000000,197.93000000,3191.55000000
SOLUSDT,1,241108,205500,198.10000000,198.13000000,198.00000000,198.07000000,3591.54000000
SOLUSDT,1,241108,205400,198.06000000,198.31000000,198.02000000,198.10000000,5043.16100000
SOLUSDT,1,241108,205300,198.36000000,198.36000000,198.03000000,198.05000000,3026.29000000
SOLUSDT,1,241108,205200,198.32000000,198.46000000,198.26000000,198.37000000,4165.36200000
SOLUSDT,1,241108,205100,198.19000000,198.34000000,198.00000000,198.33000000,2289.84200000
SOLUSDT,1,241108,205000,198.26000000,198.53000000,198.10000000,198.18000000,8261.92800000
SOLUSDT,1,241108,204900,198.01000000,198.45000000,197.98000000,198.26000000,10371.38400000
SOLUSDT,1,241108,204800,197.79000000,198.09000000,197.77000000,198.01000000,3387.06400000
SOLUSDT,1,241108,204700,197.81000000,197.94000000,197.66000000,197.80000000,3141.00300000
SOLUSDT,1,241108,204600,197.96000000,197.99000000,197.73000000,197.81000000,3323.46800000
SOLUSDT,1,241108,204500,198.02000000,198.06000000,197.85000000,197.95000000,2848.26200000
SOLUSDT,1,241108,204400,198.23000000,198.23000000,198.02000000,198.02000000,1695.44800000
SOLUSDT,1,241108,204300,198.02000000,198.39000000,198.02000000,198.22000000,1288.66100000
SOLUSDT,1,241108,204200,198.21000000,198.27000000,197.89000000,198.01000000,4433.22300000
SOLUSDT,1,241108,204100,198.27000000,198.42000000,198.19000000,198.20000000,1992.97500000
SOLUSDT,1,241108,204000,198.35000000,198.46000000,198.27000000,198.27000000,654.65800000
SOLUSDT,1,241108,203900,198.60000000,198.61000000,198.30000000,198.34000000,858.56000000
SOLUSDT,1,241108,203800,198.24000000,198.59000000,198.24000000,198.59000000,1708.66400000
SOLUSDT,1,241108,203700,198.42000000,198.45000000,198.12000000,198.24000000,2186.03100000
SOLUSDT,1,241108,203600,198.49000000,198.62000000,198.34000000,198.42000000,1395.33400000
SOLUSDT,1,241108,203500,198.58000000,198.62000000,198.41000000,198.49000000,2120.19300000
SOLUSDT,1,241108,203400,198.73000000,198.75000000,198.57000000,198.58000000,1647.40000000
SOLUSDT,1,241108,203300,198.25000000,198.73000000,198.25000000,198.73000000,3366.95200000
SOLUSDT,1,241108,203200,198.13000000,198.29000000,198.10000000,198.25000000,1204.47800000
SOLUSDT,1,241108,203100,198.10000000,198.17000000,198.03000000,198.14000000,1746.00700000
SOLUSDT,1,241108,203000,198.48000000,198.50000000,198.04000000,198.11000000,4738.79000000
SOLUSDT,1,241108,202900,198.65000000,198.72000000,198.44000000,198.48000000,570.85200000
SOLUSDT,1,241108,202800,198.64000000,198.78000000,198.44000000,198.64000000,1300.68900000
SOLUSDT,1,241108,202700,198.50000000,198.64000000,198.42000000,198.64000000,824.14100000
SOLUSDT,1,241108,202600,198.33000000,198.63000000,198.32000000,198.50000000,1269.84400000
SOLUSDT,1,241108,202500,198.77000000,198.82000000,198.33000000,198.33000000,5716.72300000
SOLUSDT,1,241108,202400,198.67000000,198.84000000,198.66000000,198.77000000,1192.97100000
SOLUSDT,1,241108,202300,198.73000000,198.87000000,198.59000000,198.67000000,1573.55700000
SOLUSDT,1,241108,202200,198.99000000,198.99000000,198.65000000,198.73000000,4038.84000000
SOLUSDT,1,241108,202100,199.00000000,199.18000000,198.96000000,198.99000000,1785.08200000
SOLUSDT,1,241108,202000,199.06000000,199.13000000,199.00000000,199.00000000,1129.18200000
SOLUSDT,1,241108,201900,199.06000000,199.16000000,198.98000000,199.07000000,1306.07200000
SOLUSDT,1,241108,201800,199.14000000,199.38000000,199.03000000,199.05000000,1787.48300000
SOLUSDT,1,241108,201700,198.91000000,199.18000000,198.89000000,199.15000000,1615.46600000
SOLUSDT,1,241108,201600,199.48000000,199.48000000,198.89000000,198.90000000,7035.50900000
SOLUSDT,1,241108,201500,199.55000000,199.71000000,199.47000000,199.47000000,2460.68000000
SOLUSDT,1,241108,201400,199.53000000,199.62000000,199.47000000,199.56000000,1015.46400000
SOLUSDT,1,241108,201300,199.56000000,199.60000000,199.39000000,199.52000000,1584.69300000
SOLUSDT,1,241108,201200,199.86000000,199.92000000,199.56000000,199.56000000,2883.37500000
SOLUSDT,1,241108,201100,199.92000000,199.97000000,199.72000000,199.86000000,1638.64900000
SOLUSDT,1,241108,201000,200.02000000,200.03000000,199.84000000,199.91000000,1147.74000000
SOLUSDT,1,241108,200900,200.01000000,200.06000000,199.89000000,200.02000000,494.51800000
SOLUSDT,1,241108,200800,200.16000000,200.19000000,199.96000000,200.01000000,2380.10300000
SOLUSDT,1,241108,200700,200.04000000,200.17000000,199.98000000,200.15000000,1221.25000000
SOLUSDT,1,241108,200600,199.71000000,200.03000000,199.71000000,200.03000000,1244.32900000
SOLUSDT,1,241108,200500,199.81000000,199.92000000,199.65000000,199.71000000,1633.89600000
SOLUSDT,1,241108,200400,199.87000000,199.97000000,199.80000000,199.81000000,738.05200000
SOLUSDT,1,241108,200300,199.81000000,199.90000000,199.70000000,199.89000000,785.09700000
SOLUSDT,1,241108,200200,199.73000000,199.85000000,199.53000000,199.80000000,3979.36700000
SOLUSDT,1,241108,200100,199.35000000,199.78000000,199.35000000,199.72000000,1324.97300000
SOLUSDT,1,241108,200000,199.54000000,199.59000000,199.24000000,199.36000000,4147.60100000
SOLUSDT,1,241108,195900,199.69000000,199.69000000,199.53000000,199.55000000,2708.33600000
SOLUSDT,1,241108,195800,199.90000000,199.90000000,199.61000000,199.69000000,2906.70400000
SOLUSDT,1,241108,195700,200.02000000,200.09000000,199.80000000,199.91000000,1760.32400000
SOLUSDT,1,241108,195600,200.14000000,200.26000000,199.93000000,200.02000000,4506.29100000
SOLUSDT,1,241108,195500,200.09000000,200.16000000,199.84000000,200.15000000,4376.07800000
SOLUSDT,1,241108,195400,200.32000000,200.40000000,200.08000000,200.09000000,4181.17900000
SOLUSDT,1,241108,195300,200.33000000,200.47000000,200.30000000,200.32000000,1718.54000000
SOLUSDT,1,241108,195200,200.36000000,200.52000000,200.30000000,200.33000000,1653.49100000
SOLUSDT,1,241108,195100,200.64000000,200.65000000,200.35000000,200.36000000,1906.58300000
SOLUSDT,1,241108,195000,200.83000000,200.92000000,200.51000000,200.65000000,3244.62900000
SOLUSDT,1,241108,194900,200.83000000,200.98000000,200.76000000,200.83000000,2954.13600000
SOLUSDT,1,241108,194800,200.99000000,201.03000000,200.59000000,200.83000000,6986.04200000
SOLUSDT,1,241108,194700,200.70000000,201.00000000,200.60000000,200.99000000,2073.30900000
SOLUSDT,1,241108,194600,200.21000000,200.71000000,200.21000000,200.70000000,3226.22100000
SOLUSDT,1,241108,194500,200.14000000,200.26000000,199.95000000,200.22000000,10078.47400000
SOLUSDT,1,241108,194400,199.91000000,200.22000000,199.75000000,200.14000000,6376.02700000
SOLUSDT,1,241108,194300,200.10000000,200.22000000,199.83000000,199.92000000,2817.63200000
SOLUSDT,1,241108,194200,200.26000000,200.45000000,200.07000000,200.10000000,2456.22400000
SOLUSDT,1,241108,194100,200.12000000,200.25000000,200.07000000,200.25000000,1204.64200000
SOLUSDT,1,241108,194000,200.18000000,200.24000000,200.08000000,200.11000000,3336.69900000
SOLUSDT,1,241108,193900,199.85000000,200.19000000,199.84000000,200.18000000,1989.09200000
SOLUSDT,1,241108,193800,199.99000000,200.01000000,199.77000000,199.85000000,7599.69800000
SOLUSDT,1,241108,193700,199.86000000,200.10000000,199.79000000,199.99000000,1566.33800000
SOLUSDT,1,241108,193600,199.89000000,199.90000000,199.74000000,199.87000000,1084.41700000
